2025-06-16T17:28,2634.46,2634.46,2636.99,2636.99,2634.19,2634.19,2636.14,2636.14,686.67
2025-06-16T17:27,2638.79,2638.79,2638.99,2638.99,2634,2634,2634.46,2634.46,3823.1
2025-06-16T17:26,2641.95,2641.95,2641.95,2641.95,2637.92,2637.92,2638.79,2638.79,692.14
2025-06-16T17:25,2642.84,2642.84,2644.56,2644.56,2640.41,2640.41,2641.95,2641.95,2481.91
2025-06-16T17:24,2640.67,2640.67,2642.85,2642.85,2639.6,2639.6,2642.84,2642.84,580.36
2025-06-16T17:23,2642.4,2642.4,2642.51,2642.51,2639.58,2639.58,2640.67,2640.67,461.42
2025-06-16T17:22,2641.69,2641.69,2642.49,2642.49,2639,2639,2642.4,2642.4,1418.03
2025-06-16T17:21,2639.91,2639.91,2641.69,2641.69,2639.26,2639.26,2641.69,2641.69,2533.23
2025-06-16T17:20,2642.5,2642.5,2642.5,2642.5,2638,2638,2639.91,2639.91,1008.92
2025-06-16T17:19,2642.59,2642.59,2643.44,2643.44,2640.84,2640.84,2642.5,2642.5,555.73
2025-06-16T17:18,2644.29,2644.29,2644.29,2644.29,2641.21,2641.21,2642.59,2642.59,1781.72
2025-06-16T17:17,2639.59,2639.59,2644.29,2644.29,2639.59,2639.59,2644.29,2644.29,1575.1
2025-06-16T17:16,2639.31,2639.31,2639.83,2639.83,2638.02,2638.02,2639.59,2639.59,455.02
2025-06-16T17:15,2639.47,2639.47,2640.4,2640.4,2638.75,2638.75,2639.31,2639.31,963.62
2025-06-16T17:14,2640.1,2640.1,2640.1,2640.1,2636.8,2636.8,2639.47,2639.47,525.56
2025-06-16T17:13,2637.21,2637.21,2640.2,2640.2,2637.21,2637.21,2640.1,2640.1,1247.06
2025-06-16T17:12,2637.16,2637.16,2638.36,2638.36,2635.57,2635.57,2637.21,2637.21,2008.47
2025-06-16T17:11,2638.29,2638.29,2639.55,2639.55,2636.1,2636.1,2637.16,2637.16,1719.74
2025-06-16T17:10,2637.89,2637.89,2640.8,2640.8,2637.32,2637.32,2638.29,2638.29,2218.06
2025-06-16T17:09,2637.29,2637.29,2637.89,2637.89,2635.36,2635.36,2637.89,2637.89,2064.45
2025-06-16T17:08,2638.71,2638.71,2639.11,2639.11,2636.53,2636.53,2637.29,2637.29,486.01
2025-06-16T17:07,2639.27,2639.27,2639.53,2639.53,2636.6,2636.6,2638.71,2638.71,1207.19
2025-06-16T17:06,2636.83,2636.83,2639.87,2639.87,2636.21,2636.21,2639.27,2639.27,2478.65
2025-06-16T17:05,2636.7,2636.7,2637.83,2637.83,2633.5,2633.5,2636.83,2636.83,3091.59
2025-06-16T17:04,2636.34,2636.34,2637.39,2637.39,2635.08,2635.08,2636.7,2636.7,1509.6
2025-06-16T17:03,2640.95,2640.95,2640.95,2640.95,2636.14,2636.14,2636.34,2636.34,2549.62
2025-06-16T17:02,2640.59,2640.59,2641.8,2641.8,2639.27,2639.27,2640.95,2640.95,1912.06
2025-06-16T17:01,2637.95,2637.95,2640.99,2640.99,2637.85,2637.85,2640.59,2640.59,1066.88
2025-06-16T17:00,2638.3,2638.3,2639.28,2639.28,2637.7,2637.7,2637.95,2637.95,2414.7
2025-06-16T16:59,2637.92,2637.92,2638.31,2638.31,2636.82,2636.82,2638.3,2638.3,1063.01
2025-06-16T16:58,2641.24,2641.24,2641.33,2641.33,2636.01,2636.01,2637.92,2637.92,5574.27
2025-06-16T16:57,2642.57,2642.57,2643,2643,2640.28,2640.28,2641.24,2641.24,1162.28
2025-06-16T16:56,2642.76,2642.76,2642.76,2642.76,2640.42,2640.42,2642.57,2642.57,2208.41
2025-06-16T16:55,2643.96,2643.96,2645.79,2645.79,2642.76,2642.76,2642.76,2642.76,1376.94
2025-06-16T16:54,2644.07,2644.07,2644.26,2644.26,2643.02,2643.02,2643.96,2643.96,357.26
