max_depth,criterion,train_acc,train_f1,train_tp,train_fp,train_tn,train_fn,train_precision,train_recall,train_roc_auc,val_acc,val_f1,val_tp,val_fp,val_tn,val_fn,val_precision,val_recall,val_roc_auc
110,gini,0.94655604862049,0.9295882053889172,3657,183,6155,371,0.95234375,0.9078947368421053,0.9395106375911378,0.5823248991565824,0.15315985130111523,103,108,1485,1031,0.4881516587677725,0.09082892416225749,0.511516156996383
110,entropy,0.94655604862049,0.9296060991105464,3658,184,6154,370,0.9521082769390942,0.9081429990069514,0.9395558794340532,0.5738907224055739,0.11297709923664122,74,102,1491,1060,0.42045454545454547,0.06525573192239859,0.5006128000478283
110,log_loss,0.94655604862049,0.9296060991105464,3658,184,6154,370,0.9521082769390942,0.9081429990069514,0.9395558794340532,0.5738907224055739,0.11297709923664122,74,102,1491,1060,0.42045454545454547,0.06525573192239859,0.5006128000478283
115,gini,0.94655604862049,0.9295882053889172,3657,183,6155,371,0.95234375,0.9078947368421053,0.9395106375911378,0.5823248991565824,0.15315985130111523,103,108,1485,1031,0.4881516587677725,0.09082892416225749,0.511516156996383
115,entropy,0.94655604862049,0.9296060991105464,3658,184,6154,370,0.9521082769390942,0.9081429990069514,0.9395558794340532,0.5738907224055739,0.11297709923664122,74,102,1491,1060,0.42045454545454547,0.06525573192239859,0.5006128000478283
115,log_loss,0.94655604862049,0.9296060991105464,3658,184,6154,370,0.9521082769390942,0.9081429990069514,0.9395558794340532,0.5738907224055739,0.11297709923664122,74,102,1491,1060,0.42045454545454547,0.06525573192239859,0.5006128000478283
120,gini,0.94655604862049,0.9295882053889172,3657,183,6155,371,0.95234375,0.9078947368421053,0.9395106375911378,0.5823248991565824,0.15315985130111523,103,108,1485,1031,0.4881516587677725,0.09082892416225749,0.511516156996383
120,entropy,0.94655604862049,0.9296060991105464,3658,184,6154,370,0.9521082769390942,0.9081429990069514,0.9395558794340532,0.5738907224055739,0.11297709923664122,74,102,1491,1060,0.42045454545454547,0.06525573192239859,0.5006128000478283
120,log_loss,0.94655604862049,0.9296060991105464,3658,184,6154,370,0.9521082769390942,0.9081429990069514,0.9395558794340532,0.5738907224055739,0.11297709923664122,74,102,1491,1060,0.42045454545454547,0.06525573192239859,0.5006128000478283
125,gini,0.94655604862049,0.9295882053889172,3657,183,6155,371,0.95234375,0.9078947368421053,0.9395106375911378,0.5823248991565824,0.15315985130111523,103,108,1485,1031,0.4881516587677725,0.09082892416225749,0.511516156996383
125,entropy,0.94655604862049,0.9296060991105464,3658,184,6154,370,0.9521082769390942,0.9081429990069514,0.9395558794340532,0.5738907224055739,0.11297709923664122,74,102,1491,1060,0.42045454545454547,0.06525573192239859,0.5006128000478283
